id	filename	md5	size	state
35fd23d8-0dba-4a74-8c5a-cbebfc7e460e	35fd23d8-0dba-4a74-8c5a-cbebfc7e460e/61a3b6d0-02bc-4f1d-a68f-4471a7c3de28.rna_seq.augmented_star_gene_counts.tsv	41237d3d14f932ad78c1593af55366c9	4239142	validated
36967820-2fb2-41f5-9fa8-b2021d09e0ad	36967820-2fb2-41f5-9fa8-b2021d09e0ad/4d7feeb8-25fb-424d-83ca-144102bb869f.rna_seq.augmented_star_gene_counts.tsv	cf385fde8e8007cd0054ddf4157f8c60	4224938	validated
39a52830-42d3-4372-bfb7-dca85d09b3c9	39a52830-42d3-4372-bfb7-dca85d09b3c9/9aa5399c-a33c-443b-9b82-ef53ec22c9d9.rna_seq.augmented_star_gene_counts.tsv	6853407d06be2f293e24adad3affc28f	4228814	validated
3bb93076-d3ae-457e-862d-9a84c03b2cd5	3bb93076-d3ae-457e-862d-9a84c03b2cd5/9b8eb9a5-d0b6-4bb8-8b74-a155b6162e97.rna_seq.augmented_star_gene_counts.tsv	364e2c05f3f5e3fdc7443390ef4e6357	4238172	validated
4053afaa-596a-4a22-bf80-d413794d80e1	4053afaa-596a-4a22-bf80-d413794d80e1/0d73996f-867b-4200-9a02-9dc5f55a5177.rna_seq.augmented_star_gene_counts.tsv	08861b6019e5cac4e438c5d9a26319c8	4241190	validated
41ead8d0-85e4-41ff-9e51-8afe1e51ea6b	41ead8d0-85e4-41ff-9e51-8afe1e51ea6b/06abcea6-aa83-4200-8235-dfb9cb1b5de2.rna_seq.augmented_star_gene_counts.tsv	262a57779fc3c41c14acd54eb5607495	4225287	validated
44699ea6-738d-4130-9938-9932dd1c7acb	44699ea6-738d-4130-9938-9932dd1c7acb/7190de23-3263-4eb0-ab90-0c84735b17c8.rna_seq.augmented_star_gene_counts.tsv	0370617511513b0019a1e28ac33cf6df	4225892	validated
45b179a3-d0c6-48d2-ac36-9701f390c2ab	45b179a3-d0c6-48d2-ac36-9701f390c2ab/57facd12-8cc3-4913-9057-489ed1b78148.rna_seq.augmented_star_gene_counts.tsv	0da78710a5e0c66483d4ed4c9a61dcd1	4241685	validated
4b2bbd5e-3d02-445e-904f-6d69d43816af	4b2bbd5e-3d02-445e-904f-6d69d43816af/badbd725-a1e1-4a62-8b70-9b321c52b7c2.rna_seq.augmented_star_gene_counts.tsv	4aea67b82b91375264778e69c79e91c9	4225089	validated
4dafb507-f3cc-4f37-9c69-7ba0f3df1ee8	4dafb507-f3cc-4f37-9c69-7ba0f3df1ee8/9d5a9200-526e-47d5-8ad9-615ea8ed5ee1.rna_seq.augmented_star_gene_counts.tsv	7af0985210fc08aa7859b7b96e159b83	4243262	validated
4f0f7051-4e3d-4749-b50a-c85f7dabe7c0	4f0f7051-4e3d-4749-b50a-c85f7dabe7c0/653e93c4-f047-4a9d-b300-b09fc2ec86c4.rna_seq.augmented_star_gene_counts.tsv	ec4087ff876340d9767bf15c257e43b5	4213661	validated
509ac1c1-9c94-4b12-a1a2-599bc2769435	509ac1c1-9c94-4b12-a1a2-599bc2769435/1eb2880a-311d-4ec7-a70e-be28c67898e7.rna_seq.augmented_star_gene_counts.tsv	d4d198174c9c8be3a06ae39069f9d404	4234851	validated
51d2bbc3-8240-458b-9feb-0d9808fa1646	51d2bbc3-8240-458b-9feb-0d9808fa1646/42c01286-ab49-4d6e-ad9a-4579d2f94f2d.rna_seq.augmented_star_gene_counts.tsv	1c1fe74c5968971ae1ea2cf1a69a86e4	4234208	validated
52615511-71e2-4ed9-a56f-d470662ef5ef	52615511-71e2-4ed9-a56f-d470662ef5ef/a3997257-a29f-4d0e-bbf7-8d6eb6605916.rna_seq.augmented_star_gene_counts.tsv	3fe6f9495dd4c716989d0a35c6cec65c	4248953	validated
52b3f43c-5b7f-46ea-adf6-a9534eaedf6c	52b3f43c-5b7f-46ea-adf6-a9534eaedf6c/5d42d6db-2471-4449-864f-a8d7705563e2.rna_seq.augmented_star_gene_counts.tsv	d12267a64d0b8485e80dc9ee4c3f47f5	4246365	validated
53401597-522a-4be6-8f22-9ef858a691ae	53401597-522a-4be6-8f22-9ef858a691ae/cd9aea43-7ec6-4d41-a2ec-cb25c9931949.rna_seq.augmented_star_gene_counts.tsv	b533cd4bd0e76c7b083fe08b3d5404ab	4240719	validated
59531f37-b664-4e6a-982f-48a5ee901a41	59531f37-b664-4e6a-982f-48a5ee901a41/f28c44cf-ea7f-454c-ac44-a7d9dc82464c.rna_seq.augmented_star_gene_counts.tsv	bdb878368a137e896c9b5bb8284a222f	4217944	validated
5a56089f-5a40-481c-a344-99309cd1d4cd	5a56089f-5a40-481c-a344-99309cd1d4cd/c51640e1-b1e3-409a-8d71-7495593e1e98.rna_seq.augmented_star_gene_counts.tsv	e46ea12799bf44dee82b3b3c952c7320	4230914	validated
5ed98c17-8df8-48b3-a6f9-3d5c33119e26	5ed98c17-8df8-48b3-a6f9-3d5c33119e26/9153c561-deb3-4465-b6c3-b20199689228.rna_seq.augmented_star_gene_counts.tsv	4d9cbe02291e747042da05ec0ba46441	4248542	validated
5fb5f7ac-6241-4c3d-8350-b18f28c317c5	5fb5f7ac-6241-4c3d-8350-b18f28c317c5/ce9fde25-d159-47df-9a48-d6ab0d392477.rna_seq.augmented_star_gene_counts.tsv	e07e2a36b88cbc01d7a980e908cb5f82	4218198	validated
6435d2fd-7a46-423a-a3ad-7ab469234196	6435d2fd-7a46-423a-a3ad-7ab469234196/b3909f3a-6e48-4c70-8c96-fe3aaaec0288.rna_seq.augmented_star_gene_counts.tsv	9da7e05e5a9018c61eb4298246a026f3	4224250	validated
66d6462f-5fe9-48ce-ba8b-0b470e1aefbe	66d6462f-5fe9-48ce-ba8b-0b470e1aefbe/d7db4397-6519-425c-afae-29bd1b481205.rna_seq.augmented_star_gene_counts.tsv	3b48ab7295c2bbd6055d77dea3646fe3	4232823	validated
68ac1641-5d4d-478b-bec5-a4c9391e3bb1	68ac1641-5d4d-478b-bec5-a4c9391e3bb1/ab61de7b-a3a5-47c6-8eee-86c1f54a1dd0.rna_seq.augmented_star_gene_counts.tsv	921724809f5b5161d453d9c21eee27a7	4235190	validated
6ddaa57e-0b22-43e7-9c2b-6212af18b2f5	6ddaa57e-0b22-43e7-9c2b-6212af18b2f5/af2b65a7-e6b2-4bbd-8cb5-4d81fe4a8a4a.rna_seq.augmented_star_gene_counts.tsv	fbf47ef4f65f3ff4c567191466c697f9	4240603	validated
6ddcb8b3-c6a3-4182-9c4a-01ed10db6f96	6ddcb8b3-c6a3-4182-9c4a-01ed10db6f96/b4a04fab-7043-4d1d-921a-0fe2d2811304.rna_seq.augmented_star_gene_counts.tsv	bbd9e0f8362536683ed38de02cf20684	4229203	validated
6fcfff7a-0e6b-47a6-bc96-6cc12d530d27	6fcfff7a-0e6b-47a6-bc96-6cc12d530d27/861ee15f-1ee1-4842-997d-18855a595ce2.rna_seq.augmented_star_gene_counts.tsv	2ea201e8519daba8133998dd5b46eb97	4241195	validated
722617cc-6c69-40e7-bddb-d2a22a7aa6d5	722617cc-6c69-40e7-bddb-d2a22a7aa6d5/3d561a15-c268-43f3-8102-ae4bf052c4d7.rna_seq.augmented_star_gene_counts.tsv	aeba840e58c1bcb5da3c928e625590d0	4213943	validated
75a491de-b673-4731-bea1-149a74ec8c87	75a491de-b673-4731-bea1-149a74ec8c87/8d8c2642-817a-4b7f-88bd-1a42b7e372a4.rna_seq.augmented_star_gene_counts.tsv	8332a236384c53a47081cbc1d005bcaf	4226813	validated
75b8e891-29bb-4993-b867-cf65aa85c8ed	75b8e891-29bb-4993-b867-cf65aa85c8ed/33f30e2c-ec0d-469d-a23d-0941645139e5.rna_seq.augmented_star_gene_counts.tsv	9975b18b72e6cfa0445c8b6845606d53	4247546	validated
7e910e81-71a8-4120-993e-746d29902026	7e910e81-71a8-4120-993e-746d29902026/59f36c25-d612-4fa8-a52e-7d910f6ed8d5.rna_seq.augmented_star_gene_counts.tsv	141299e1c24b2ac638472bc05dd59bbf	4248535	validated
810270f3-3560-4386-a7b9-bf10fa9fc0d4	810270f3-3560-4386-a7b9-bf10fa9fc0d4/1d580915-a57b-4952-9936-810db9ce4c96.rna_seq.augmented_star_gene_counts.tsv	23fc364208a6cea9ed287e5194a42c90	4225880	validated
832a6186-382d-497b-9ea2-5bf51590c886	832a6186-382d-497b-9ea2-5bf51590c886/bfcd3d46-85ed-4d92-b050-a090b343d838.rna_seq.augmented_star_gene_counts.tsv	78c061d8796c1b212208c40ce28c3068	4220946	validated
84b980fe-ea6d-4834-be53-86a5ef747ffa	84b980fe-ea6d-4834-be53-86a5ef747ffa/fd24b9d6-97bd-4c8f-92d2-0a6ddc8f2f86.rna_seq.augmented_star_gene_counts.tsv	01b90ed5fcfbdefa5d6c8960f693a330	4197151	validated
88983362-a45a-4eb1-bdd2-e7b2705d9c88	88983362-a45a-4eb1-bdd2-e7b2705d9c88/062ca800-51cd-4ad9-b701-673437972b05.rna_seq.augmented_star_gene_counts.tsv	1412e823901a88e805ddf619f02478fd	4233152	validated
88d9d603-1444-4774-addd-71412a3805bf	88d9d603-1444-4774-addd-71412a3805bf/74fcf1b1-5a5d-4503-a5a2-2eba2c8fe96a.rna_seq.augmented_star_gene_counts.tsv	740ff925f9f11c738c59860d1caa5681	4243296	validated
8f8747e2-5ea0-4347-a998-7f52ff5f1a83	8f8747e2-5ea0-4347-a998-7f52ff5f1a83/7a3cce68-ca35-429b-8ed3-2ffe14615482.rna_seq.augmented_star_gene_counts.tsv	f2197773ba362850bdd78224b506432b	4232043	validated
8fc09183-9ad5-4b27-9081-772a9895da69	8fc09183-9ad5-4b27-9081-772a9895da69/4db0b656-4be8-4213-8a1e-5575422846c6.rna_seq.augmented_star_gene_counts.tsv	2916afaed91fe7e3c5ed395e21c6846c	4233854	validated
93982df0-1e17-461f-a23a-df067418f1c3	93982df0-1e17-461f-a23a-df067418f1c3/dd7ae076-0dc1-44f4-899b-054b3148af9b.rna_seq.augmented_star_gene_counts.tsv	575025fbb46efc93a9636f94d1bdcd68	4235267	validated
95cff59f-cec7-490d-9519-83b39c202cb2	95cff59f-cec7-490d-9519-83b39c202cb2/c29f985d-859c-4eaf-8593-276ac8d6af69.rna_seq.augmented_star_gene_counts.tsv	cb624d709fa2eb73c51a22522649d611	4269403	validated
98d3da9f-bc4a-4ff0-ac57-fe62cf8f6c41	98d3da9f-bc4a-4ff0-ac57-fe62cf8f6c41/d1f2718d-c821-45b8-aabc-0e536c2d3fd3.rna_seq.augmented_star_gene_counts.tsv	4754c1bbd6ff364b3ae0b752394bc273	4244232	validated
9b55f6d0-87d1-4afe-b27a-491c5e4784b1	9b55f6d0-87d1-4afe-b27a-491c5e4784b1/7938c256-104d-4d46-b833-6758275ee33d.rna_seq.augmented_star_gene_counts.tsv	5680a8768fb0bfa0b382e97b2bd70c98	4213816	validated
a06c91ef-ed4b-42d4-9edf-1df4722fba4f	a06c91ef-ed4b-42d4-9edf-1df4722fba4f/2e7efc6b-4bcc-4769-9cf4-9a41069c6778.rna_seq.augmented_star_gene_counts.tsv	c50001df85e3906ee32a5e67047a923a	4228348	validated
a6095079-12c7-4de0-a779-e1c639db5541	a6095079-12c7-4de0-a779-e1c639db5541/713a8a63-9dec-4b0f-86d7-6b620541c1e2.rna_seq.augmented_star_gene_counts.tsv	ebddbdbd54495a8afcaed4cac298a78e	4251512	validated
a62d59ff-b040-4986-adb6-044191fe4462	a62d59ff-b040-4986-adb6-044191fe4462/006a0980-b5f9-4ea9-9b98-a3d14a932e7d.rna_seq.augmented_star_gene_counts.tsv	75d3cca57c7eebd560675e0fe0b13760	4248798	validated
a6539e64-aeac-4a51-9a35-b088be14668c	a6539e64-aeac-4a51-9a35-b088be14668c/f640aac0-d47e-4591-8b7c-a8d2f4d02c6d.rna_seq.augmented_star_gene_counts.tsv	3044363dab65f36a7a1ce53d021ab377	4202856	validated
a6d8287f-24e7-49bf-87e6-e49a00e3aedb	a6d8287f-24e7-49bf-87e6-e49a00e3aedb/758da6a7-fa54-4254-921d-abca1f6cafcc.rna_seq.augmented_star_gene_counts.tsv	2a9017f853b4808626130d88fd0dce3e	4232601	validated
a95ddac7-9b25-4bd5-912a-9fa6c537b10b	a95ddac7-9b25-4bd5-912a-9fa6c537b10b/46ce5212-60ec-4cce-935f-2d24bef60d95.rna_seq.augmented_star_gene_counts.tsv	c67d976ae4947fc535ae6765554bb11f	4243457	validated
b4b4e9e2-b661-4968-a347-4d6086cd0cbf	b4b4e9e2-b661-4968-a347-4d6086cd0cbf/5d8d3faf-48b2-4e58-9735-4c4759dd225b.rna_seq.augmented_star_gene_counts.tsv	4e799c8aefcd1d3580c1e519e526ef55	4229358	validated
b7139eaf-eac0-4794-aee2-3695a2043bfe	b7139eaf-eac0-4794-aee2-3695a2043bfe/1c7b965f-31ea-4a7b-9843-7568be1e2cc5.rna_seq.augmented_star_gene_counts.tsv	94d876f2d550d771ce877ddab702787c	4238038	validated
b93f66c9-cf2f-4edb-bd2e-e59860d66845	b93f66c9-cf2f-4edb-bd2e-e59860d66845/bfafd32c-b191-4edf-bacb-da2393f783a2.rna_seq.augmented_star_gene_counts.tsv	94381aef41e02fa912d1a68f28921ee2	4243096	validated
ba98799c-6f98-4d0e-9ce1-b2a21df680c5	ba98799c-6f98-4d0e-9ce1-b2a21df680c5/2f5cd769-f993-4adc-84fc-350940558c0b.rna_seq.augmented_star_gene_counts.tsv	6e66ab2e4093f9e7e63158ce68298567	4215137	validated
bd237b46-b737-4651-9e7a-612e04632a6f	bd237b46-b737-4651-9e7a-612e04632a6f/abdfa14e-93dd-4987-86c1-679aaa560c18.rna_seq.augmented_star_gene_counts.tsv	d21506600a97eb13e1737703278eb706	4244947	validated
bf7e3880-e49d-412a-99bb-0f17456bd692	bf7e3880-e49d-412a-99bb-0f17456bd692/a831d086-aa8a-4276-8edd-0fe6e01afa6d.rna_seq.augmented_star_gene_counts.tsv	fafb27b532f651508e5692f323eb2354	4240409	validated
c04eb652-77ed-4acc-8303-38d623e3cd28	c04eb652-77ed-4acc-8303-38d623e3cd28/2cf1397e-7b03-48c7-8b37-68a8d59eaffb.rna_seq.augmented_star_gene_counts.tsv	702caaaae1505287ad28ce632783b35a	4220017	validated
c778256b-62cc-4642-886f-f2950526f374	c778256b-62cc-4642-886f-f2950526f374/e8ac63c4-fc48-4b20-9e7f-abb81afc1ac3.rna_seq.augmented_star_gene_counts.tsv	3e37bb28c5f406edaaaeda29eb7700c0	4195808	validated
c9c4cad8-754c-428d-8e21-6e6806fe54fe	c9c4cad8-754c-428d-8e21-6e6806fe54fe/5b2880f4-1346-462e-b832-d37da84af634.rna_seq.augmented_star_gene_counts.tsv	64d39698e2b702f84d8c8114002dcdda	4227751	validated
ca7103ce-8d6d-4b6f-8982-c12914fc896e	ca7103ce-8d6d-4b6f-8982-c12914fc896e/94c6aa8d-f524-4c0f-ac62-5343f5814db3.rna_seq.augmented_star_gene_counts.tsv	45f09a212eb24af2df8893de6ade619d	4242804	validated
cae964d9-1b18-4343-acc1-ed243e566ea1	cae964d9-1b18-4343-acc1-ed243e566ea1/264b7c31-5e12-49f0-9cdc-0e5dd2786b11.rna_seq.augmented_star_gene_counts.tsv	c5970cc107a9a89d64e94359545cae3e	4211616	validated
ce1ec969-4bdb-40a0-b9cb-0fe04498f29a	ce1ec969-4bdb-40a0-b9cb-0fe04498f29a/735e4794-9f2f-4d3d-ad01-05bb198063d0.rna_seq.augmented_star_gene_counts.tsv	b452745e38296347bb682bc6d4a31d2a	4236921	validated
cfde3042-a7a5-4931-88ae-d4f23dcee41c	cfde3042-a7a5-4931-88ae-d4f23dcee41c/4053fcab-bf63-45a2-b4ef-7525e41eb5d3.rna_seq.augmented_star_gene_counts.tsv	94e90f15806cbd6ae133aa877c36db0a	4246407	validated
d66293fd-36de-4518-a594-0a56d7299719	d66293fd-36de-4518-a594-0a56d7299719/f422a5a4-0b88-4625-81a8-5ff5d6210474.rna_seq.augmented_star_gene_counts.tsv	b9773590bb7fcfbc288f032e260889e1	4227062	validated
d6b37c06-d3fc-4892-b651-53e7401e8924	d6b37c06-d3fc-4892-b651-53e7401e8924/041fe89e-6fbc-4194-a39d-b518cdfb5628.rna_seq.augmented_star_gene_counts.tsv	d78ddbe7550dd6489e3beff72007fc8e	4233175	validated
d76c021e-8c55-43cd-84ee-9785a323c29a	d76c021e-8c55-43cd-84ee-9785a323c29a/725136f6-c497-4c22-951d-c01a36d9bd7e.rna_seq.augmented_star_gene_counts.tsv	12dd1effade4e1c8898cf31ca728435d	4242432	validated
ddb1a596-2fce-466b-8b84-a92684527855	ddb1a596-2fce-466b-8b84-a92684527855/c4e2a7e8-80ad-4a24-ba93-e27a6aa895b0.rna_seq.augmented_star_gene_counts.tsv	fd218b07a50bfd796522bfb3cdd2c110	4205068	validated
e0498eed-a84c-40d3-9015-c7a8b65d37dc	e0498eed-a84c-40d3-9015-c7a8b65d37dc/1d36ab5e-839d-47ac-914f-2c7f8499a498.rna_seq.augmented_star_gene_counts.tsv	4332277f74d045ce01e26584f65ba119	4226126	validated
e2d5d260-955e-464a-b712-56d166dd9842	e2d5d260-955e-464a-b712-56d166dd9842/bc179850-6a76-4cff-a167-304fd21a6bb7.rna_seq.augmented_star_gene_counts.tsv	44fb411db486eed2ff5236927e322bdd	4232744	validated
e3961310-002a-45bf-8ffd-088c400545cf	e3961310-002a-45bf-8ffd-088c400545cf/89c3db94-37b9-4e78-8e49-572ffb7632b5.rna_seq.augmented_star_gene_counts.tsv	1ec54cafd4609711d7803abc169e656e	4240111	validated
e46b1407-7768-4914-a937-9fad62f0207b	e46b1407-7768-4914-a937-9fad62f0207b/579f5b6e-7915-4801-8078-b583c4b1fc60.rna_seq.augmented_star_gene_counts.tsv	1f210b706360696f7db4a3417aeff9c2	4228414	validated
e94a11c5-a447-4c7e-a19d-afb34d300a75	e94a11c5-a447-4c7e-a19d-afb34d300a75/2713efe3-3140-4f5b-a807-865e0037a2a7.rna_seq.augmented_star_gene_counts.tsv	8725d1afb003d120ef752d8174613414	4255472	validated
f3d1399d-7cae-4daf-a37c-78cc625887e2	f3d1399d-7cae-4daf-a37c-78cc625887e2/760162d1-15ae-4c50-aa69-0f96e0226f7f.rna_seq.augmented_star_gene_counts.tsv	b9377231d55471324f631b456ee36f92	4226434	validated
f6767fe8-f7a4-4993-a785-b0eaefc2f798	f6767fe8-f7a4-4993-a785-b0eaefc2f798/813197b7-7cc9-4661-8f1d-37bed3fac812.rna_seq.augmented_star_gene_counts.tsv	25c82e7c386de7817bc8a7038c3eba31	4235478	validated
f67853ac-b2db-4782-96f3-1d0338fac60d	f67853ac-b2db-4782-96f3-1d0338fac60d/6816df96-8498-44ae-b6bb-c687f322b6e3.rna_seq.augmented_star_gene_counts.tsv	779fc0b427ef784b6edd55014f206566	4229351	validated
fdb27f75-f853-44f8-a5c4-1ecf6ff27412	fdb27f75-f853-44f8-a5c4-1ecf6ff27412/0a356e2f-05a8-4037-b6d5-218d58d24e5a.rna_seq.augmented_star_gene_counts.tsv	6e725da31dedb161cfc4b4f21065fcc4	4236142	validated
